Rk,Name,Date,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G,GS,SV,IP,H,HR,BB,SO
152,Ed Vosberg,2000-12-20,Philadelphia Phillies,PHI,39,-0.3,8,244,2,0,0,0,0,0,0,.000,.000,.000,.000,10,15,4.34,1.566,244,3,13,219.2,239,21,105,168
153,Pat Hentgen,2000-12-19,Baltimore Orioles,STL,32,4.7,10,285,78,4,9,0,0,0,4,.115,.159,.115,.274,120,88,4.21,1.391,285,255,0,1750.0,1789,215,646,1113
154,Todd Hundley,2000-12-19,Chicago Cubs,LAD,32,1.0,11,1033,3224,438,775,172,522,14,388,.240,.325,.451,.775,,,,,,,,,,,,
155,Izzy Molina,2000-12-19,Toronto Blue Jays,KCR,30,0.1,3,68,138,7,28,3,8,0,4,.203,.225,.319,.544,,,,,,,,,,,,
156,Tom Prince,2000-12-19,Minnesota Twins,PHI,36,0.1,14,372,821,75,167,11,95,4,74,.203,.280,.313,.593,,,,,,,,,,,,
157,Manny Ramirez,2000-12-19,Boston Red Sox,CLE,29,17.3,8,967,3470,665,1086,236,804,28,541,.313,.407,.592,.998,,,,,,,,,,,,
158,Sandy Alomar,2000-12-18,Chicago White Sox,CLE,35,0.8,13,993,3429,417,948,93,459,24,168,.276,.315,.419,.734,,,,,,,,,,,,
159,Jason Bere,2000-12-18,Chicago Cubs,CLE,30,-0.7,8,161,75,6,15,0,3,0,3,.200,.241,.227,.467,59,44,5.28,1.613,161,153,0,830.2,821,108,519,679
160,Jeff Branson,2000-12-18,Los Angeles Dodgers,LAD,34,-0.8,8,681,1534,170,377,34,156,9,122,.246,.300,.374,.673,,,,,,,,,,,,
161,Charles Johnson,2000-12-18,Florida Marlins,CHW,29,9.2,7,741,2434,300,607,110,346,3,299,.249,.333,.436,.769,,,,,,,,,,,,
162,Allen McDill,2000-12-18,Boston Red Sox,STL,29,-0.4,3,23,0,0,0,0,0,0,0,,,,,0,0,9.45,1.800,23,0,0,20.0,25,6,11,12
163,Chris Tremie,2000-12-18,Houston Astros,FLA,31,-0.0,3,21,41,3,6,0,1,0,4,.146,.222,.171,.393,,,,,,,,,,,,
164,Ricky Bottalico,2000-12-15,Philadelphia Phillies,KCR,31,-0.7,7,364,12,0,1,0,0,0,0,.083,.083,.167,.250,24,31,4.01,1.406,364,0,111,421.2,370,47,223,402
165,Chris Clapinski,2000-12-15,Florida Marlins,FLA,29,0.4,2,70,105,18,28,1,9,1,14,.267,.358,.400,.758,,,,,,,,,,,,
166,Midre Cummings,2000-12-15,Arizona Diamondbacks,BOS,29,1.0,8,416,1037,125,265,20,116,8,89,.256,.317,.382,.699,,,,,,,,,,,,
167,Adam Riggs,2000-12-15,San Diego Padres,LAD,28,,1,9,20,3,4,0,1,1,4,.200,.333,.250,.583,,,,,,,,,,,,
168,Scott Service,2000-12-15,Los Angeles Dodgers,OAK,34,0.9,10,285,16,0,1,0,1,0,0,.063,.063,.063,.125,19,19,4.90,1.485,284,1,15,361.2,373,47,164,361
169,Jon Shave,2000-12-15,Boston Red Sox,TEX,33,0.4,7,,,,,,,,,,,,,,,,,,,,,,,,
170,Mark Wohlers,2000-12-15,Cincinnati Reds,CIN,31,-1.2,10,408,12,1,1,0,0,0,0,.083,.083,.083,.167,32,24,3.78,1.378,408,0,112,414.1,350,23,221,457
171,Brian Boehringer,2000-12-14,New York Yankees,SDP,32,1.3,6,152,27,0,2,0,2,0,3,.074,.167,.111,.278,16,19,4.53,1.555,152,21,0,298.1,299,39,165,240
172,Tom Gordon,2000-12-14,Chicago Cubs,BOS,33,2.6,12,447,0,0,0,0,0,0,0,,,,,104,96,4.15,1.412,444,203,71,1645.0,1516,133,807,1431
173,Michael Jackson,2000-12-14,Houston Astros,PHI,36,4.9,14,835,27,3,5,0,1,0,1,.185,.214,.259,.474,53,61,3.26,1.194,835,7,138,1017.2,801,101,414,905
174,Steve Trachsel,2000-12-14,New York Mets,TOR,30,6.4,8,221,355,30,61,2,23,1,18,.172,.213,.223,.436,68,84,4.42,1.393,221,220,0,1347.0,1391,195,486,939
175,Matt Whisenant,2000-12-14,Los Angeles Dodgers,SDP,30,0.1,4,190,0,0,0,0,0,0,0,,,,,9,8,4.96,1.582,189,0,3,158.0,146,8,104,114
176,Alex Arias,2000-12-13,San Diego Padres,PHI,33,0.1,9,699,1629,184,439,16,184,9,163,.269,.341,.352,.694,,,,,,,,,,,,
177,Rico Brogna,2000-12-13,Atlanta Braves,BOS,31,-1.0,8,776,2752,364,744,103,437,29,213,.270,.321,.453,.774,,,,,,,,,,,,
178,Scott Forster,2000-12-13,New York Mets,MON,29,-0.8,1,42,0,0,0,0,0,0,0,,,,,0,1,7.88,1.656,42,0,0,32.0,28,5,25,23
179,Kevin Foster,2000-12-13,Texas Rangers,BOS,32,-0.2,6,100,163,15,31,1,19,2,9,.190,.237,.270,.507,32,29,4.79,1.400,91,83,0,492.0,479,86,210,401
180,Robert Machado,2000-12-13,Chicago Cubs,SEA,28,-0.3,5,73,168,21,37,4,20,0,11,.220,.268,.351,.619,,,,,,,,,,,,
181,Chris Michalak,2000-12-13,Toronto Blue Jays,LAD,30,-0.3,1,5,0,0,0,0,0,0,0,,,,,0,0,11.81,2.438,5,0,0,5.1,9,1,4,5
182,Mike Munoz,2000-12-13,Texas Rangers,TEX,35,0.6,12,453,7,2,1,0,1,0,3,.143,.400,.286,.686,18,20,5.19,1.597,453,0,11,364.1,408,34,174,240
183,Jaime Navarro,2000-12-13,Toronto Blue Jays,CLE,34,-4.1,12,361,152,1,22,0,10,0,1,.145,.156,.184,.340,116,126,4.72,1.461,361,309,2,2055.1,2313,214,690,1113
184,Dave Wainhouse,2000-12-13,Chicago Cubs,STL,33,0.1,7,85,5,0,0,0,0,0,0,.000,.000,.000,.000,2,3,7.37,1.819,85,0,0,105.0,130,15,61,66
185,Mike Hampton,2000-12-12,Colorado Rockies,NYM,28,17.5,8,245,372,42,86,0,31,2,32,.231,.296,.277,.573,85,53,3.44,1.367,241,187,1,1260.2,1234,88,489,852
186,Phil Hiatt,2000-12-12,Los Angeles Dodgers,COL,32,,3,140,372,44,79,11,49,7,27,.212,.277,.360,.637,,,,,,,,,,,,
187,Kevin Orie,2000-12-12,Philadelphia Phillies,NYY,28,0.8,3,303,983,113,244,22,111,5,93,.248,.320,.390,.710,,,,,,,,,,,,
188,Kevin Appier,2000-12-11,New York Mets,OAK,33,4.0,12,324,14,0,1,0,0,0,0,.071,.071,.071,.143,136,105,3.63,1.288,324,312,0,2084.2,1926,166,759,1633
189,Darren Dreifort,2000-12-11,Los Angeles Dodgers,LAD,29,6.4,6,191,190,22,37,5,20,1,6,.195,.223,.311,.534,39,45,4.28,1.375,188,87,10,667.0,636,68,281,581
190,Jeff Frye,2000-12-11,Toronto Blue Jays,COL,34,0.3,7,593,1980,292,583,14,179,54,200,.294,.361,.391,.752,,,,,,,,,,,,
191,Doug Henry,2000-12-11,Kansas City Royals,SFG,37,2.6,10,529,17,1,1,0,0,0,0,.059,.059,.059,.118,32,40,3.95,1.410,529,0,82,590.0,536,69,296,484
192,Pat Rapp,2000-12-11,Anaheim Angels,BAL,33,3.4,9,229,242,10,29,1,13,0,1,.120,.123,.149,.272,65,79,4.67,1.570,228,211,0,1217.1,1299,113,612,743
193,Derek Bell,2000-12-10,Pittsburgh Pirates,NYM,32,5.5,10,1164,4422,628,1235,129,655,170,352,.279,.338,.425,.763,0,0,36.00,6.000,1,0,0,1.0,3,0,3,0
194,Ken Caminiti,2000-12-10,Texas Rangers,HOU,38,5.4,14,1642,5932,858,1629,224,942,88,684,.275,.349,.449,.798,,,,,,,,,,,,
195,Ron Gant,2000-12-10,Colorado Rockies,ANA,36,6.1,13,1620,5847,972,1499,292,910,234,697,.256,.336,.469,.805,,,,,,,,,,,,
196,Alex Gonzalez,2000-12-10,Toronto Blue Jays,TOR,28,2.5,7,736,2622,328,637,66,274,67,214,.243,.305,.386,.691,,,,,,,,,,,,
197,Dave Martinez,2000-12-10,Atlanta Braves,TOR,36,1.5,15,1799,5558,762,1531,89,560,180,546,.275,.341,.389,.730,,,,,,,,,,,,
198,Terry Mulholland,2000-12-10,Pittsburgh Pirates,ATL,38,3.6,14,471,606,26,69,2,23,1,13,.114,.134,.149,.282,112,124,4.28,1.333,469,307,5,2146.2,2306,225,555,1124
199,Mark Petkovsek,2000-12-10,Texas Rangers,ANA,35,2.3,8,335,86,10,14,0,3,0,7,.163,.232,.174,.406,45,26,4.50,1.402,335,41,5,633.1,694,68,194,316
200,Ernie Young,2000-12-10,San Diego Padres,STL,31,-0.2,6,280,781,108,175,27,90,10,85,.224,.307,.380,.687,,,,,,,,,,,,
201,Shawon Dunston,2000-12-08,San Francisco Giants,STL,38,-0.4,16,1654,5594,703,1511,140,634,208,198,.270,.297,.416,.713,,,,,,,,,,,,
202,Jeff Fassero,2000-12-08,Chicago Cubs,BOS,38,4.3,10,404,224,16,17,0,5,1,17,.076,.140,.094,.234,100,91,3.89,1.347,404,217,10,1595.1,1592,162,557,1326
203,Andres Galarraga,2000-12-08,Texas Rangers,ATL,40,6.1,15,1915,7123,1078,2070,360,1272,124,503,.291,.348,.506,.854,,,,,,,,,,,,
204,Mark Grace,2000-12-08,Arizona Diamondbacks,CHC,37,9.5,13,1910,7156,1057,2201,148,1004,67,946,.308,.386,.445,.832,,,,,,,,,,,,
205,Dan Plesac,2000-12-08,Toronto Blue Jays,ARI,39,1.1,15,884,15,0,1,0,0,0,0,.067,.067,.067,.133,56,62,3.65,1.292,884,14,154,957.0,887,92,349,895
206,Nerio Rodriguez,2000-12-08,New York Mets,BOS,30,-0.9,4,29,0,0,0,0,0,0,0,,,,,4,6,6.49,1.618,29,7,0,68.0,76,7,34,36
207,Tim Belcher,2000-12-07,Anaheim Angels,ANA,39,1.6,14,394,388,19,48,2,25,0,2,.124,.137,.162,.299,146,140,4.16,1.344,394,373,5,2442.2,2423,264,860,1519
208,Jay Buhner,2000-12-07,Seattle Mariners,SEA,36,3.1,14,1453,4968,793,1263,308,960,6,784,.254,.359,.494,.853,,,,,,,,,,,,
209,Frank Castillo,2000-12-07,Boston Red Sox,TOR,32,2.4,9,232,334,7,37,0,13,0,13,.111,.144,.111,.254,66,79,4.52,1.357,232,218,1,1290.0,1343,157,407,896
210,Jason Dickson,2000-12-07,Toronto Blue Jays,ANA,28,-0.1,4,73,6,1,0,0,0,0,1,.000,.143,.000,.143,26,25,4.99,1.501,73,63,0,397.0,474,60,122,214
211,Cal Eldred,2000-12-07,Chicago White Sox,CHW,33,-0.4,10,198,63,7,7,0,4,0,6,.111,.188,.143,.331,74,67,4.52,1.400,194,189,0,1190.2,1160,149,507,783
212,Mark Gardner,2000-12-07,San Francisco Giants,SFG,39,2.2,12,327,485,21,62,1,21,0,15,.128,.160,.148,.309,94,88,4.51,1.347,322,260,1,1673.0,1659,220,594,1203
213,Dwight Gooden,2000-12-07,New York Yankees,NYY,36,2.8,16,434,741,60,145,8,67,1,14,.196,.212,.262,.474,194,112,3.51,1.256,430,410,3,2800.2,2564,210,954,2293
214,Tony Gwynn HOF,2000-12-07,San Diego Padres,SDP,41,3.7,19,2369,9186,1378,3108,134,1121,318,780,.338,.388,.459,.847,,,,,,,,,,,,
215,James Mouton,2000-12-07,Milwaukee Brewers,MIL,32,-0.4,7,648,1432,203,352,16,137,102,163,.246,.328,.336,.663,,,,,,,,,,,,
216,Mike Mussina,2000-12-07,New York Yankees,BAL,32,15.1,10,288,23,1,4,0,4,0,0,.174,.174,.217,.391,147,81,3.53,1.175,288,288,0,2009.2,1895,210,467,1535
217,Kerry Robinson,2000-12-07,St. Louis Cardinals,NYY,27,-0.1,2,11,4,4,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,,,
218,Pete Schourek,2000-12-07,Boston Red Sox,BOS,32,1.7,10,259,269,15,44,2,20,2,10,.164,.192,.201,.393,65,72,4.59,1.402,255,176,2,1118.2,1163,136,405,793
219,Luis Sojo,2000-12-07,New York Yankees,NYY,36,0.5,11,806,2488,295,658,36,252,27,120,.264,.300,.358,.659,,,,,,,,,,,,
220,Ed Sprague,2000-12-07,San Diego Padres,SDP,33,-0.1,10,1158,4001,497,982,150,542,6,347,.245,.317,.418,.736,,,,,,,,,,,,
221,Tim Wakefield,2000-12-07,Boston Red Sox,BOS,34,1.8,8,270,79,3,9,1,3,0,2,.114,.136,.177,.313,85,77,4.47,1.423,267,188,15,1344.0,1342,181,571,872
222,Andy Ashby,2000-12-06,Los Angeles Dodgers,ATL,33,8.0,10,257,457,20,63,0,21,1,13,.138,.161,.166,.328,84,87,4.10,1.316,254,241,1,1542.1,1573,175,457,1016
223,Gary Disarcina,2000-12-06,Anaheim Angels,ANA,33,3.7,12,1086,3744,444,966,28,355,47,154,.258,.292,.341,.633,,,,,,,,,,,,
224,Ozzie Guillen,2000-12-06,Tampa Bay Devil Rays,TBD,37,1.4,16,1993,6686,773,1764,28,619,169,239,.264,.287,.338,.626,,,,,,,,,,,,
225,Mickey Morandini,2000-12-06,Toronto Blue Jays,TOR,35,1.6,11,1298,4558,597,1222,32,351,123,437,.268,.338,.359,.697,,,,,,,,,,,,
226,Rick Reed,2000-12-06,New York Mets,NYM,36,9.6,12,182,253,21,45,2,20,0,11,.178,.213,.233,.446,60,45,3.93,1.217,181,160,1,1020.1,1043,132,199,636
227,Armando Reynoso,2000-12-06,Arizona Diamondbacks,ARI,35,4.1,10,188,327,17,49,3,11,0,16,.150,.189,.193,.382,67,56,4.68,1.441,187,177,1,1031.1,1124,125,362,537
228,Steve Schrenk,2000-12-06,Oakland Athletics,PHI,32,0.1,2,52,3,0,0,0,0,0,0,.000,.000,.000,.000,3,6,5.25,1.262,52,2,1,73.2,66,9,27,55
229,Turk Wendell,2000-12-06,New York Mets,NYM,34,4.7,8,414,37,1,3,0,0,0,5,.081,.190,.081,.272,29,25,3.83,1.396,414,6,31,498.0,445,51,250,421
230,Brett Hinchliffe,2000-12-05,New York Mets,CHC,26,-0.6,2,13,0,0,0,0,0,0,0,,,,,0,4,8.63,1.979,13,4,0,32.1,42,10,22,14
231,Randall Simon,2000-12-05,Detroit Tigers,NYY,26,0.4,3,110,248,30,78,5,30,2,18,.315,.361,.444,.804,,,,,,,,,,,,
232,Denny Neagle,2000-12-04,Colorado Rockies,NYY,32,7.1,10,326,419,20,64,3,34,0,17,.153,.185,.196,.381,105,69,3.92,1.274,320,221,3,1520.0,1478,183,459,1144
233,Jeff Nelson,2000-12-04,Seattle Mariners,NYY,34,3.3,9,534,2,0,0,0,0,0,0,.000,.000,.000,.000,35,32,3.29,1.352,534,0,17,555.1,464,37,287,560
234,Tim Harikkala,2000-12-02,Milwaukee Brewers,MIL,29,-0.1,3,9,0,0,0,0,0,0,0,,,,,1,2,9.15,1.694,9,1,0,20.2,26,2,9,9
235,Chris Latham,2000-12-02,Toronto Blue Jays,COL,28,-1.3,3,63,138,19,21,1,9,4,13,.152,.222,.188,.411,,,,,,,,,,,,
236,Scott Karl,2000-12-01,San Diego Padres,ANA,29,1.8,6,179,134,11,19,2,7,0,8,.142,.194,.216,.411,54,56,4.81,1.530,178,161,0,1002.0,1164,120,369,513
237,Brooks Kieschnick,2000-12-01,Colorado Rockies,CIN,29,-0.3,3,78,131,15,28,5,18,1,16,.214,.299,.359,.658,,,,,,,,,,,,
238,Rheal Cormier,2000-11-30,Philadelphia Phillies,BOS,34,0.8,9,294,184,14,34,0,12,0,3,.185,.202,.217,.420,43,42,4.18,1.287,293,108,0,846.1,906,84,183,507
239,Charlie Greene,2000-11-30,San Diego Padres,TOR,30,-0.6,5,55,75,5,13,0,2,0,5,.173,.222,.200,.422,,,,,,,,,,,,
240,Matt Skrmetta,2000-11-30,Cincinnati Reds,PIT,28,-1.0,1,14,2,0,0,0,0,0,0,.000,.000,.000,.000,2,2,11.66,1.909,14,0,0,14.2,19,3,9,11
241,Jose Valentin,2000-11-30,Chicago White Sox,CHW,31,7.0,9,906,2977,485,732,115,435,97,357,.246,.327,.435,.761,,,,,,,,,,,,
242,Brian Hunter,2000-11-29,Philadelphia Phillies,PHI,33,0.5,9,699,1555,187,364,67,259,4,141,.234,.298,.430,.728,,,,,,,,,,,,
243,Toby Borland,2000-11-27,Anaheim Angels,ANA,32,0.0,5,165,12,1,1,0,2,0,0,.083,.077,.083,.160,9,7,4.01,1.513,165,0,8,224.2,220,16,120,178
244,Pascual Matos,2000-11-27,New York Yankees,ATL,26,-0.2,1,,,,,,,,,,,,,,,,,,,,,,,,
245,John Franco,2000-11-25,New York Mets,NYM,40,2.5,17,940,34,2,3,0,1,0,0,.088,.088,.088,.176,82,74,2.68,1.310,940,0,420,1097.0,1007,62,430,857
246,Ray Holbert,2000-11-22,Tampa Bay Devil Rays,KCR,30,-0.5,5,115,202,28,45,2,11,11,18,.223,.290,.287,.577,,,,,,,,,,,,
247,Mike Metcalfe,2000-11-22,Tampa Bay Devil Rays,LAD,28,-0.2,2,8,13,0,1,0,0,2,1,.077,.143,.077,.220,,,,,,,,,,,,
248,Jose Mesa,2000-11-21,Philadelphia Phillies,SEA,35,0.2,12,557,0,1,0,0,0,0,1,,1.000,,,58,75,4.42,1.474,556,95,138,1096.2,1163,104,454,728
249,Joe Oliver,2000-11-21,New York Yankees,SEA,35,-0.2,12,1059,3319,316,819,101,473,13,246,.247,.299,.392,.691,,,,,,,,,,,,
250,Bryan Corey,2000-11-20,San Diego Padres,OAK,27,-0.1,1,3,0,0,0,0,0,0,0,,,,,0,0,9.00,2.000,3,0,0,4.0,6,1,2,1
251,Jorge Fabregas,2000-11-20,Anaheim Angels,KCR,31,0.1,7,528,1524,131,380,18,173,4,103,.249,.296,.320,.616,,,,,,,,,,,,
252,Domingo Guzman,2000-11-20,San Diego Padres,SDP,26,-0.6,2,8,0,0,0,0,0,0,0,,,,,0,1,19.50,3.000,8,0,0,6.0,14,1,4,4
253,Keith Luuloa,2000-11-20,San Diego Padres,CHC,26,-0.0,1,6,18,3,6,0,0,0,1,.333,.368,.333,.702,,,,,,,,,,,,
254,Ron Mahay,2000-11-20,San Diego Padres,FLA,30,0.2,5,92,24,3,6,1,3,0,1,.250,.308,.500,.808,7,2,4.35,1.469,86,3,2,111.2,110,17,54,83
255,David Moraga,2000-11-20,Colorado Rockies,COL,25,-0.8,1,4,0,0,0,0,0,0,0,,,,,0,0,40.50,4.500,4,0,0,2.2,10,1,2,2
256,Jose Vizcaino,2000-11-20,Houston Astros,NYY,33,0.5,12,1181,3841,460,1035,21,339,65,279,.269,.319,.338,.657,,,,,,,,,,,,
257,Ellis Burks,2000-11-19,Cleveland Indians,SFG,36,9.8,14,1672,6044,1045,1770,285,1012,171,657,.293,.364,.510,.873,,,,,,,,,,,,
258,Dan Smith,2000-11-18,Cleveland Indians,BOS,25,-0.6,2,22,24,3,2,0,1,0,3,.083,.185,.083,.269,4,9,6.10,1.591,22,17,0,93.0,106,12,42,73
259,Ryan Jackson,2000-11-17,Detroit Tigers,TBD,29,-1.3,2,143,328,30,81,5,41,4,26,.247,.304,.354,.657,,,,,,,,,,,,
260,Randy Knorr,2000-11-17,Montreal Expos,TEX,32,-0.6,10,219,585,69,133,21,78,0,39,.227,.277,.388,.665,,,,,,,,,,,,
261,Felipe Lira,2000-11-17,Montreal Expos,MON,29,-0.4,6,160,19,3,4,2,3,0,0,.211,.200,.526,.726,26,46,5.25,1.511,159,79,1,572.1,645,83,220,345
262,Sandy Martinez,2000-11-17,Montreal Expos,FLA,30,-0.5,6,213,557,39,130,6,51,1,37,.233,.287,.338,.624,,,,,,,,,,,,
263,Mark Smith,2000-11-17,Montreal Expos,FLA,31,-0.9,6,301,702,89,171,23,102,15,70,.244,.317,.396,.713,,,,,,,,,,,,
264,Todd Hollandsworth,2000-11-16,Colorado Rockies,COL,28,2.7,6,580,1741,262,472,52,202,55,142,.271,.327,.424,.751,,,,,,,,,,,,
265,Jesse Levis,2000-11-16,Atlanta Braves,CLE,33,-0.2,8,307,621,60,159,3,57,2,73,.256,.337,.308,.645,,,,,,,,,,,,
266,Damaso Marte,2000-11-16,New York Yankees,SEA,26,-0.1,1,5,0,0,0,0,0,0,0,,,,,0,1,9.35,2.538,5,0,0,8.2,16,3,6,3
267,Paul O'Neill,2000-11-16,New York Yankees,NYY,38,9.9,16,1916,6808,964,1969,260,1199,119,844,.289,.365,.471,.836,,,,,,,,,,,,
268,Robert Perez,2000-11-16,New York Yankees,TOR,32,-1.2,5,213,477,48,122,8,44,3,10,.256,.273,.348,.621,,,,,,,,,,,,
269,Willis Roberts,2000-11-16,Baltimore Orioles,CIN,26,-0.2,1,1,0,0,0,0,0,0,0,,,,,0,0,13.50,2.250,1,0,0,1.1,3,0,0,0
270,Julian Tavarez,2000-11-16,Chicago Cubs,COL,28,1.6,8,364,50,1,5,0,0,0,0,.100,.100,.100,.200,40,24,4.41,1.478,364,24,2,552.2,612,53,205,318
271,Mark Dalesandro,2000-11-15,Chicago White Sox,CHC,33,-0.1,4,78,129,17,31,3,17,1,3,.240,.259,.364,.624,,,,,,,,,,,,
272,P.J. Forbes,2000-11-15,Philadelphia Phillies,PHI,33,-0.0,1,9,10,0,1,0,2,0,0,.100,.100,.100,.200,,,,,,,,,,,,
273,Andy Sheets,2000-11-15,Tampa Bay Devil Rays,BOS,29,-1.2,5,266,658,90,140,14,77,12,52,.213,.269,.325,.595,,,,,,,,,,,,
274,Yohanny Valera,2000-11-15,Tampa Bay Devil Rays,MON,24,-0.3,1,7,10,1,0,0,1,0,1,.000,.167,.000,.167,,,,,,,,,,,,
275,Keith Johnson,2000-11-12,Los Angeles Dodgers,ANA,30,0.2,1,6,4,2,2,0,0,0,2,.500,.667,.500,1.167,,,,,,,,,,,,
276,Mandy Romero,2000-11-11,Florida Marlins,CLE,33,-0.1,2,39,70,10,13,2,5,1,6,.186,.250,.286,.536,,,,,,,,,,,,
277,Rob Sasser,2000-11-10,Montreal Expos,DET,26,-0.0,2,,,,,,,,,,,,,,,,,,,,,,,,
278,Ricky Bones,2000-11-09,Florida Marlins,FLA,32,1.5,10,318,18,3,1,0,2,0,3,.056,.182,.056,.237,59,78,4.84,1.467,314,164,1,1214.1,1351,160,431,523
279,Chan Perry,2000-11-09,Atlanta Braves,CLE,28,-0.3,1,13,14,1,1,0,0,0,0,.071,.071,.071,.143,,,,,,,,,,,,
280,Paul Spoljaric,2000-11-09,Tampa Bay Devil Rays,KCR,30,-2.0,6,195,3,0,0,0,0,0,0,.000,.000,.000,.000,8,17,5.52,1.579,195,12,4,277.1,275,41,163,278
281,Ken Cloude,2000-11-08,Seattle Mariners,SEA,26,-1.8,3,,,,,,,,,,,,,,,,,,,,,,,,
282,Joe Davenport,2000-11-08,Colorado Rockies,CHW,25,0.1,1,3,0,0,0,0,0,0,0,,,,,0,0,0.00,1.800,3,0,0,1.2,1,0,2,0
283,David Lamb,2000-11-08,Anaheim Angels,NYM,26,-0.7,2,62,129,19,29,1,13,0,11,.225,.286,.302,.588,,,,,,,,,,,,
284,Derrick Gibson,2000-11-07,Tampa Bay Devil Rays,FLA,26,0.3,2,,,,,,,,,,,,,,,,,,,,,,,,
285,Mark Little,2000-11-07,Colorado Rockies,STL,28,0.0,1,7,12,0,1,0,0,1,2,.083,.214,.083,.298,,,,,,,,,,,,
286,Mike Bell,2000-11-06,Colorado Rockies,CIN,26,0.2,1,19,27,5,6,2,4,0,4,.222,.323,.444,.767,,,,,,,,,,,,
287,Mike Hubbard,2000-11-06,Texas Rangers,ATL,30,-0.8,5,99,181,10,29,3,10,0,4,.160,.182,.215,.397,,,,,,,,,,,,
288,Jason Maxwell,2000-11-06,Minnesota Twins,MIN,29,0.3,2,71,114,16,28,2,13,2,9,.246,.299,.351,.650,,,,,,,,,,,,
289,Aaron Holbert,2000-11-05,Toronto Blue Jays,FLA,28,,1,1,3,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,,,
290,Miguel Batista,2000-11-03,Arizona Diamondbacks,KCR,30,-0.7,6,134,79,6,7,1,3,0,3,.089,.122,.139,.261,13,24,5.24,1.599,134,45,1,384.2,421,46,194,258
291,Ryan McGuire,2000-11-03,Florida Marlins,NYM,29,-2.3,4,303,551,56,121,6,45,2,79,.220,.316,.323,.640,,,,,,,,,,,,
292,Joe Strong,2000-11-03,Florida Marlins,FLA,38,-0.5,1,18,1,0,0,0,0,0,0,.000,.000,.000,.000,1,1,7.32,1.932,18,0,1,19.2,26,3,12,18
293,Mike Mahoney,2000-11-02,Chicago Cubs,CHC,28,0.1,1,4,7,1,2,0,1,0,1,.286,.444,.429,.873,,,,,,,,,,,,
294,Bill Pulsipher,2000-11-02,Tampa Bay Devil Rays,ARI,27,-0.8,4,65,81,7,10,0,4,0,5,.123,.170,.148,.319,13,19,5.04,1.495,64,46,0,293.0,320,39,118,181
295,B.J. Waszgis,2000-11-02,Florida Marlins,TEX,30,-0.5,1,24,45,6,10,0,4,0,4,.222,.294,.244,.539,,,,,,,,,,,,
296,Adam Hyzdu,2000-11-01,Pittsburgh Pirates,PIT,29,0.1,1,12,18,2,7,1,4,0,0,.389,.389,.667,1.056,,,,,,,,,,,,
297,Travis Smith,2000-11-01,Houston Astros,MIL,28,0.1,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0.00,0.500,1,0,0,2.0,1,0,0,1
298,Rocky Coppinger,2000-10-30,Milwaukee Brewers,MIL,27,0.4,4,74,3,0,1,0,0,0,0,.333,.333,.333,.667,16,11,5.34,1.589,74,29,0,219.0,223,43,125,195
299,Carlos Castillo,2000-10-27,Boston Red Sox,BOS,26,0.2,3,109,2,0,1,0,0,0,0,.500,.500,.500,1.000,10,7,5.03,1.392,109,6,1,207.2,207,36,82,130
300,Willie Morales,2000-10-26,Baltimore Orioles,BAL,28,0.1,1,3,11,1,3,0,0,0,0,.273,.273,.364,.636,,,,,,,,,,,,
301,Julio Mosquera,2000-10-25,New York Yankees,NYY,29,,2,11,30,2,7,0,2,0,0,.233,.258,.333,.591,,,,,,,,,,,,
302,Sean Runyan,2000-10-24,Detroit Tigers,DET,27,1.2,3,103,0,0,0,0,0,0,0,,,,,1,5,3.66,1.422,103,0,1,64.0,58,9,33,46